employee_id,employee_code,first_name,last_name,full_name,gender,date_of_birth,email,phone_number,branch_id,department,designation,manager_id,joining_date,experience_years,salary,employment_type,performance_rating,employee_status
892,BKAIEMP188771,Forum,Wali,Forum Wali,Female,2002-07-10,forum.wali892@bankai.com,8583825212,35,Corporate Banking,Customer Service Executive,342.0,2007-07-09,3,28191,Permanent,3.9,Active
893,BKAIEMP875278,Unnati,Jain,Unnati Jain,Female,2002-07-10,unnati.jain893@bankai.com,0646867752,90,Operations,Relationship Manager,529.0,2022-07-05,32,77460,Permanent,4.7,Active
894,BKAIEMP944750,Jeremiah,Muni,Jeremiah Muni,Male,1974-07-17,jeremiah.muni894@bankai.com,9910622723,80,Operations,Customer Service Executive,118.0,2024-07-04,0,25001,Permanent,4.7,Active
895,BKAIEMP973176,Rohan,Hari,Rohan Hari,Male,1973-07-17,rohan.hari895@bankai.com,5134261923,57,Risk Management,Relationship Manager,57.0,2023-07-05,1,64655,Permanent,5.0,Active
896,BKAIEMP790130,Omisha,Apte,Omisha Apte,Female,1966-07-19,omisha.apte896@bankai.com,8481973741,16,Risk Management,Customer Service Executive,150.0,2006-07-09,28,25709,Permanent,4.5,Active
897,BKAIEMP310083,Faraj,Bobal,Faraj Bobal,Male,1975-07-17,faraj.bobal897@bankai.com,4064176927,62,Customer Service,Operations Executive,297.0,2023-07-05,34,49292,Permanent,4.2,Active
898,BKAIEMP953009,Charan,Chakrabarti,Charan Chakrabarti,Male,1978-07-16,charan.chakrabarti898@bankai.com,3766014448,19,Retail Banking,Relationship Manager,291.0,2012-07-07,26,52872,Permanent,2.5,Active
899,BKAIEMP144702,Pranav,Chacko,Pranav Chacko,Male,1983-07-15,pranav.chacko899@bankai.com,1739739641,18,Compliance,Credit Analyst,741.0,2012-07-07,28,68147,Permanent,2.9,Active
900,BKAIEMP509599,Riya,Venkataraman,Riya Venkataraman,Female,1973-07-17,riya.venkataraman900@bankai.com,0919191135,9,Loans,Relationship Manager,672.0,2022-07-05,33,68059,Permanent,3.9,Active
901,BKAIEMP513064,Shravya,Baral,Shravya Baral,Female,2001-07-10,shravya.baral901@bankai.com,7798066039,83,Compliance,Relationship Manager,386.0,2011-07-08,19,56821,Permanent,4.8,Active
902,BKAIEMP717456,Chandran,Master,Chandran Master,Male,1968-07-18,chandran.master902@bankai.com,0745553470,45,Information Technology,Relationship Manager,633.0,2014-07-07,20,49428,Permanent,4.6,Active
903,BKAIEMP439381,Faris,Kadakia,Faris Kadakia,Male,1991-07-13,faris.kadakia903@bankai.com,6527155983,99,Operations,Relationship Manager,108.0,2021-07-05,30,70171,Permanent,3.6,Active
904,BKAIEMP562976,Chakradev,Ravi,Chakradev Ravi,Male,1982-07-15,chakradev.ravi904@bankai.com,9726347557,78,Retail Banking,Relationship Manager,179.0,2016-07-06,4,52055,Permanent,3.4,Inactive
905,BKAIEMP614958,Neel,Babu,Neel Babu,Male,1977-07-16,neel.babu905@bankai.com,3948848826,87,Customer Service,Relationship Manager,231.0,2020-07-05,16,55622,Permanent,3.8,Active
906,BKAIEMP313426,Chakradhar,Chana,Chakradhar Chana,Male,2003-07-10,chakradhar.chana906@bankai.com,4258562614,18,Retail Banking,Assistant Manager,369.0,2013-07-07,6,78621,Permanent,2.7,Active
907,BKAIEMP620277,Ojasvi,Kar,Ojasvi Kar,Female,1993-07-12,ojasvi.kar907@bankai.com,0382407333,27,Information Technology,Credit Analyst,848.0,2011-07-08,33,82823,Permanent,4.0,Active
908,BKAIEMP755853,Elijah,Arora,Elijah Arora,Male,1981-07-15,elijah.arora908@bankai.com,3097768893,10,Information Technology,Assistant Manager,81.0,2022-07-05,27,85637,Permanent,2.8,Active
909,BKAIEMP334903,Ryan,Ram,Ryan Ram,Male,1987-07-14,ryan.ram909@bankai.com,5465535851,33,Risk Management,Customer Service Executive,721.0,2015-07-07,1,27226,Permanent,2.9,Active
910,BKAIEMP740939,Devansh,Char,Devansh Char,Male,1973-07-17,devansh.char910@bankai.com,8519358374,40,Risk Management,Loan Officer,634.0,2025-07-04,33,42266,Permanent,4.8,Inactive
911,BKAIEMP373553,Theodore,Tank,Theodore Tank,Male,1993-07-12,theodore.tank911@bankai.com,1208780572,43,Retail Banking,Assistant Manager,143.0,2020-07-05,26,77926,Permanent,3.3,Active
912,BKAIEMP176453,Manya,Krishnan,Manya Krishnan,Female,1969-07-18,manya.krishnan912@bankai.com,9762637484,79,Retail Banking,Assistant Manager,355.0,2024-07-04,31,73639,Permanent,4.0,Active
913,BKAIEMP858466,Samar,Dhawan,Samar Dhawan,Male,2003-07-10,samar.dhawan913@bankai.com,0905911918,14,Retail Banking,Clerk,509.0,2010-07-08,17,25690,Permanent,3.6,Active
914,BKAIEMP158045,Kritika,Gola,Kritika Gola,Female,2004-07-09,kritika.gola914@bankai.com,0715116966,100,Operations,Clerk,548.0,2007-07-09,1,28215,Permanent,4.3,Active
915,BKAIEMP550592,Onveer,Goswami,Onveer Goswami,Male,1978-07-16,onveer.goswami915@bankai.com,4526471246,71,Loans,Operations Executive,119.0,2012-07-07,8,33866,Permanent,5.0,Active
916,BKAIEMP349739,Banjeet,Nori,Banjeet Nori,Male,1991-07-13,banjeet.nori916@bankai.com,1840908051,12,Information Technology,Cashier,11.0,2019-07-06,3,38535,Permanent,4.7,Active
917,BKAIEMP854793,Abeer,Agrawal,Abeer Agrawal,Male,1990-07-13,abeer.agrawal917@bankai.com,6409951239,8,Corporate Banking,Clerk,59.0,2022-07-05,0,29185,Permanent,2.6,Active
918,BKAIEMP236017,Ikbal,Pai,Ikbal Pai,Male,1967-07-19,ikbal.pai918@bankai.com,2959272827,51,Compliance,Loan Officer,674.0,2023-07-05,18,40033,Permanent,4.8,Active
919,BKAIEMP565087,Dipta,Muni,Dipta Muni,Female,1986-07-14,dipta.muni919@bankai.com,1529821739,47,Human Resources,Sales Executive,300.0,2006-07-09,14,38002,Permanent,3.2,Active
920,BKAIEMP839772,Utkarsh,Ramachandran,Utkarsh Ramachandran,Male,1966-07-19,utkarsh.ramachandran920@bankai.com,1815352373,63,Customer Service,Assistant Manager,81.0,2020-07-05,26,89886,Permanent,4.9,Active
921,BKAIEMP860124,Bhanumati,Srinivasan,Bhanumati Srinivasan,Female,1996-07-11,bhanumati.srinivasan921@bankai.com,8158998868,5,Operations,Relationship Manager,716.0,2012-07-07,23,74737,Contract,2.6,Active
922,BKAIEMP967359,Ekansh,Sem,Ekansh Sem,Male,2000-07-10,ekansh.sem922@bankai.com,4666617071,8,Customer Service,Customer Service Executive,876.0,2007-07-09,19,37580,Permanent,4.7,Active
923,BKAIEMP791982,Robert,Mohan,Robert Mohan,Male,1978-07-16,robert.mohan923@bankai.com,4080314998,69,Retail Banking,Relationship Manager,677.0,2017-07-06,11,47051,Permanent,3.4,Active
924,BKAIEMP949602,Akshay,Batta,Akshay Batta,Male,1968-07-18,akshay.batta924@bankai.com,6358068828,28,Retail Banking,Credit Analyst,350.0,2007-07-09,16,78447,Permanent,4.5,Active
925,BKAIEMP506963,Chavvi,Shankar,Chavvi Shankar,Female,1987-07-14,chavvi.shankar925@bankai.com,3513739900,69,Compliance,Sales Executive,435.0,2008-07-08,35,53567,Permanent,3.8,Active
926,BKAIEMP238278,Maanav,Agrawal,Maanav Agrawal,Male,2005-07-09,maanav.agrawal926@bankai.com,5263560229,36,Customer Service,Operations Executive,88.0,2019-07-06,15,47786,Permanent,3.9,Active
927,BKAIEMP920433,Siddharth,Mukherjee,Siddharth Mukherjee,Male,1967-07-19,siddharth.mukherjee927@bankai.com,4606664374,2,Corporate Banking,Loan Officer,315.0,2008-07-08,16,56036,Permanent,4.6,Active
928,BKAIEMP476149,Ansh,Sen,Ansh Sen,Male,1975-07-17,ansh.sen928@bankai.com,3111271285,82,Human Resources,Branch Manager,,2020-07-05,2,143557,Permanent,4.8,Active
929,BKAIEMP561834,Lucky,Yadav,Lucky Yadav,Male,1994-07-12,lucky.yadav929@bankai.com,4941163187,34,Customer Service,Loan Officer,266.0,2011-07-08,4,43337,Permanent,2.9,Active
930,BKAIEMP293205,Andrew,Singh,Andrew Singh,Male,1973-07-17,andrew.singh930@bankai.com,1130621136,57,Information Technology,Loan Officer,325.0,2025-07-04,2,49939,Permanent,4.3,Active
931,BKAIEMP666693,Ekbal,Sathe,Ekbal Sathe,Male,2003-07-10,ekbal.sathe931@bankai.com,8335090254,77,Operations,Customer Service Executive,359.0,2023-07-05,22,27538,Permanent,2.8,Active
932,BKAIEMP174861,Harish,Bhalla,Harish Bhalla,Male,1978-07-16,harish.bhalla932@bankai.com,6248132357,37,Loans,Customer Service Executive,26.0,2016-07-06,26,44889,Permanent,3.3,Active
933,BKAIEMP752126,Jason,Wadhwa,Jason Wadhwa,Male,2004-07-09,jason.wadhwa933@bankai.com,8228501168,21,Finance,Cashier,46.0,2017-07-06,18,29917,Permanent,2.6,Active
934,BKAIEMP921524,Hamsini,Nagy,Hamsini Nagy,Female,1968-07-18,hamsini.nagy934@bankai.com,0213060906,92,Finance,Customer Service Executive,221.0,2014-07-07,32,44093,Permanent,4.3,Active
935,BKAIEMP335490,Anita,Borah,Anita Borah,Female,1969-07-18,anita.borah935@bankai.com,7964967379,65,Information Technology,Assistant Manager,646.0,2009-07-08,4,84050,Permanent,4.3,Active
936,BKAIEMP791218,Wriddhish,Dua,Wriddhish Dua,Male,1972-07-17,wriddhish.dua936@bankai.com,8532426425,67,Compliance,Assistant Manager,325.0,2018-07-06,30,66390,Permanent,3.2,Active
937,BKAIEMP342106,Ekbal,Basak,Ekbal Basak,Male,1976-07-16,ekbal.basak937@bankai.com,6836253666,41,Corporate Banking,Operations Executive,710.0,2019-07-06,23,44582,Permanent,4.7,Active
938,BKAIEMP785066,Rishi,Sheth,Rishi Sheth,Male,1975-07-17,rishi.sheth938@bankai.com,5562833339,78,Operations,Customer Service Executive,460.0,2013-07-07,23,32528,Permanent,4.6,Active
939,BKAIEMP806850,Vincent,Rege,Vincent Rege,Male,1968-07-18,vincent.rege939@bankai.com,4362718749,86,Loans,Operations Executive,621.0,2018-07-06,26,39400,Permanent,2.8,Active
940,BKAIEMP763360,Ikbal,Nazareth,Ikbal Nazareth,Male,1993-07-12,ikbal.nazareth940@bankai.com,6862703692,24,Compliance,Relationship Manager,16.0,2021-07-05,31,52916,Permanent,4.4,Active
941,BKAIEMP974364,Sai,Hora,Sai Hora,Male,1978-07-16,sai.hora941@bankai.com,6573275998,4,Loans,Relationship Manager,75.0,2022-07-05,2,78744,Permanent,4.8,Active
942,BKAIEMP353162,Brijesh,Bail,Brijesh Bail,Male,1987-07-14,brijesh.bail942@bankai.com,0515532341,16,Finance,Cashier,919.0,2016-07-06,35,44381,Permanent,2.8,Active
943,BKAIEMP528736,Udant,Soman,Udant Soman,Male,1977-07-16,udant.soman943@bankai.com,2441822261,95,Risk Management,Credit Analyst,297.0,2011-07-08,28,58821,Permanent,4.3,Active
944,BKAIEMP108161,Gauri,Singh,Gauri Singh,Female,1968-07-18,gauri.singh944@bankai.com,3127102676,76,Finance,Customer Service Executive,691.0,2006-07-09,9,39861,Permanent,3.6,Active
945,BKAIEMP343545,Pratyush,Sastry,Pratyush Sastry,Male,1986-07-14,pratyush.sastry945@bankai.com,7079551512,64,Finance,Clerk,50.0,2008-07-08,6,30481,Permanent,3.9,Active
946,BKAIEMP894086,Ronith,Doctor,Ronith Doctor,Male,1994-07-12,ronith.doctor946@bankai.com,3541597099,19,Retail Banking,Cashier,834.0,2020-07-05,20,39107,Permanent,3.9,Active
947,BKAIEMP401825,Jonathan,Handa,Jonathan Handa,Male,1988-07-13,jonathan.handa947@bankai.com,8075203447,63,Compliance,Loan Officer,230.0,2021-07-05,7,53905,Contract,3.1,Active
948,BKAIEMP247852,Laban,Shanker,Laban Shanker,Male,1999-07-11,laban.shanker948@bankai.com,5802909046,27,Human Resources,Loan Officer,859.0,2010-07-08,17,46065,Permanent,4.8,Active
949,BKAIEMP612088,Rishi,Banik,Rishi Banik,Male,2004-07-09,rishi.banik949@bankai.com,6558665254,48,Operations,Sales Executive,289.0,2008-07-08,0,43975,Permanent,3.8,Active
950,BKAIEMP565992,Lohit,Loke,Lohit Loke,Male,1978-07-16,lohit.loke950@bankai.com,7158102131,64,Customer Service,Relationship Manager,89.0,2022-07-05,7,63248,Permanent,2.8,Active
951,BKAIEMP443005,Faraj,Khalsa,Faraj Khalsa,Male,1995-07-12,faraj.khalsa951@bankai.com,1005912975,65,Finance,Sales Executive,283.0,2012-07-07,4,50664,Permanent,4.2,Active
952,BKAIEMP554429,Ayaan,Dewan,Ayaan Dewan,Male,1999-07-11,ayaan.dewan952@bankai.com,1211063301,91,Human Resources,Credit Analyst,326.0,2020-07-05,2,86580,Permanent,4.7,Active
953,BKAIEMP714825,Gopal,Soni,Gopal Soni,Male,1981-07-15,gopal.soni953@bankai.com,7927490728,29,Operations,Branch Manager,,2018-07-06,8,151618,Permanent,4.5,Active
954,BKAIEMP641386,Hardik,Lall,Hardik Lall,Male,1992-07-12,hardik.lall954@bankai.com,8931132532,1,Risk Management,Relationship Manager,69.0,2011-07-08,5,58667,Permanent,2.6,Active
955,BKAIEMP768692,Samuel,Toor,Samuel Toor,Male,1983-07-15,samuel.toor955@bankai.com,3645380442,62,Human Resources,Customer Service Executive,673.0,2021-07-05,15,34833,Permanent,4.7,Active
956,BKAIEMP669810,Yatin,Padmanabhan,Yatin Padmanabhan,Male,1975-07-17,yatin.padmanabhan956@bankai.com,9617015959,38,Corporate Banking,Customer Service Executive,225.0,2023-07-05,22,34413,Permanent,3.6,Active
957,BKAIEMP792702,Nathaniel,Seshadri,Nathaniel Seshadri,Male,1998-07-11,nathaniel.seshadri957@bankai.com,7574758339,45,Risk Management,Relationship Manager,722.0,2022-07-05,20,76702,Permanent,4.7,Active
958,BKAIEMP632139,Samarth,Shroff,Samarth Shroff,Male,1992-07-12,samarth.shroff958@bankai.com,5677722660,53,Retail Banking,Assistant Manager,576.0,2016-07-06,17,68572,Permanent,3.5,Active
959,BKAIEMP381351,Falan,Ratta,Falan Ratta,Male,1974-07-17,falan.ratta959@bankai.com,0622923106,94,Operations,Loan Officer,348.0,2006-07-09,3,37990,Permanent,3.5,Active
960,BKAIEMP743095,Om,Hora,Om Hora,Male,1966-07-19,om.hora960@bankai.com,7624843379,43,Loans,Relationship Manager,620.0,2009-07-08,7,46305,Contract,2.6,Active
961,BKAIEMP904092,Gauri,Sura,Gauri Sura,Female,1970-07-18,gauri.sura961@bankai.com,5115794238,9,Retail Banking,Cashier,532.0,2020-07-05,22,36865,Permanent,5.0,Active
962,BKAIEMP940208,Yatan,Arya,Yatan Arya,Male,1995-07-12,yatan.arya962@bankai.com,2549691928,48,Finance,Operations Executive,424.0,2020-07-05,18,48119,Permanent,4.9,Active
963,BKAIEMP625860,Devansh,Pingle,Devansh Pingle,Male,1980-07-15,devansh.pingle963@bankai.com,1075633535,63,Retail Banking,Clerk,161.0,2017-07-06,6,26939,Permanent,4.1,Active
964,BKAIEMP787106,Onkar,Narula,Onkar Narula,Male,1980-07-15,onkar.narula964@bankai.com,2593993379,17,Customer Service,Operations Executive,883.0,2024-07-04,24,32507,Permanent,4.3,Active
965,BKAIEMP734254,Champak,Rajagopalan,Champak Rajagopalan,Male,1996-07-11,champak.rajagopalan965@bankai.com,9518779417,13,Information Technology,Branch Manager,,2014-07-07,34,115465,Permanent,4.6,Active
966,BKAIEMP387361,Ekbal,Patla,Ekbal Patla,Male,1976-07-16,ekbal.patla966@bankai.com,7330559782,26,Corporate Banking,Operations Executive,271.0,2006-07-09,19,48880,Permanent,3.2,Active
967,BKAIEMP398239,Nirja,Yadav,Nirja Yadav,Female,1971-07-18,nirja.yadav967@bankai.com,3991403884,65,Operations,Customer Service Executive,392.0,2026-07-04,30,41286,Permanent,4.9,Active
968,BKAIEMP516650,Aashi,Misra,Aashi Misra,Female,1991-07-13,aashi.misra968@bankai.com,3240061572,58,Finance,Cashier,489.0,2008-07-08,1,28570,Permanent,3.3,Active
969,BKAIEMP317770,Gaurangi,Sawhney,Gaurangi Sawhney,Female,1974-07-17,gaurangi.sawhney969@bankai.com,1474397429,76,Operations,Assistant Manager,86.0,2022-07-05,10,73211,Permanent,3.7,Active
970,BKAIEMP364266,David,Ben,David Ben,Male,1979-07-16,david.ben970@bankai.com,8752568065,40,Finance,Loan Officer,855.0,2022-07-05,31,37392,Permanent,3.9,Active
971,BKAIEMP933298,Anay,Mandal,Anay Mandal,Male,1974-07-17,anay.mandal971@bankai.com,9908027112,70,Compliance,Operations Executive,321.0,2006-07-09,35,37724,Permanent,4.3,Active
972,BKAIEMP210146,Gautami,Keer,Gautami Keer,Female,1978-07-16,gautami.keer972@bankai.com,5551651768,90,Corporate Banking,Clerk,385.0,2022-07-05,5,34400,Permanent,3.8,Active
973,BKAIEMP140959,Rudra,Dubey,Rudra Dubey,Male,1978-07-16,rudra.dubey973@bankai.com,3721433080,64,Loans,Sales Executive,642.0,2010-07-08,7,45964,Permanent,4.7,Active
974,BKAIEMP854914,Ansh,Basak,Ansh Basak,Male,1988-07-13,ansh.basak974@bankai.com,3228556608,67,Finance,Relationship Manager,630.0,2015-07-07,18,55875,Permanent,3.8,Active
975,BKAIEMP733882,Sarthak,Bir,Sarthak Bir,Male,1989-07-13,sarthak.bir975@bankai.com,3903397051,61,Compliance,Operations Executive,216.0,2016-07-06,33,54469,Permanent,4.6,Active
976,BKAIEMP433120,Fitan,Ranganathan,Fitan Ranganathan,Male,1979-07-16,fitan.ranganathan976@bankai.com,2809448586,23,Loans,Sales Executive,482.0,2024-07-04,0,30183,Permanent,3.0,Active
977,BKAIEMP755331,Kabir,Natt,Kabir Natt,Male,1976-07-16,kabir.natt977@bankai.com,5461470798,77,Loans,Cashier,69.0,2015-07-07,3,43322,Permanent,3.4,Active
978,BKAIEMP712859,Daksh,Barman,Daksh Barman,Male,1986-07-14,daksh.barman978@bankai.com,1339439457,48,Information Technology,Loan Officer,786.0,2014-07-07,27,51695,Permanent,4.1,Active
979,BKAIEMP393586,Jonathan,Kalla,Jonathan Kalla,Male,1994-07-12,jonathan.kalla979@bankai.com,4032537657,34,Information Technology,Relationship Manager,105.0,2022-07-05,13,79230,Permanent,4.4,Active
980,BKAIEMP946514,Xalak,Srinivasan,Xalak Srinivasan,Female,1966-07-19,xalak.srinivasan980@bankai.com,3191009004,86,Compliance,Customer Service Executive,215.0,2021-07-05,17,25087,Permanent,5.0,Active
981,BKAIEMP598560,Sai,Dutta,Sai Dutta,Female,2005-07-09,sai.dutta981@bankai.com,0533651460,42,Corporate Banking,Relationship Manager,918.0,2025-07-04,10,53976,Permanent,3.6,Active
982,BKAIEMP352468,Matthew,Dhar,Matthew Dhar,Male,1970-07-18,matthew.dhar982@bankai.com,7310720113,51,Risk Management,Customer Service Executive,793.0,2014-07-07,7,40547,Permanent,4.6,Active
983,BKAIEMP274185,Laban,Madan,Laban Madan,Male,1988-07-13,laban.madan983@bankai.com,9712316600,92,Loans,Customer Service Executive,861.0,2013-07-07,13,43366,Permanent,4.2,Active
984,BKAIEMP286659,Samuel,Gill,Samuel Gill,Male,2004-07-09,samuel.gill984@bankai.com,9014473404,47,Compliance,Credit Analyst,790.0,2015-07-07,22,77792,Permanent,3.9,Inactive
985,BKAIEMP883945,Aachal,Basu,Aachal Basu,Female,2005-07-09,aachal.basu985@bankai.com,8730451957,26,Compliance,Cashier,370.0,2010-07-08,11,31386,Permanent,3.3,Active
986,BKAIEMP736249,Rachit,Prabhu,Rachit Prabhu,Male,1988-07-13,rachit.prabhu986@bankai.com,5562965754,5,Customer Service,Loan Officer,658.0,2011-07-08,0,61102,Permanent,4.2,Active
987,BKAIEMP852908,Samar,Parsa,Samar Parsa,Male,1975-07-17,samar.parsa987@bankai.com,1942557782,78,Compliance,Clerk,503.0,2021-07-05,1,29756,Permanent,4.1,Active
988,BKAIEMP839916,Elijah,Om,Elijah Om,Male,1994-07-12,elijah.om988@bankai.com,9236161880,17,Corporate Banking,Cashier,430.0,2023-07-05,9,26836,Permanent,4.3,Active
989,BKAIEMP786927,Aahana,Kumar,Aahana Kumar,Female,1966-07-19,aahana.kumar989@bankai.com,3571558686,95,Retail Banking,Loan Officer,341.0,2016-07-06,12,46089,Permanent,4.0,Active
990,BKAIEMP536604,Samar,Cherian,Samar Cherian,Male,2002-07-10,samar.cherian990@bankai.com,7230817214,9,Operations,Clerk,845.0,2010-07-08,25,24416,Permanent,2.7,Active
991,BKAIEMP529131,Henry,Char,Henry Char,Male,1994-07-12,henry.char991@bankai.com,0004132114,82,Retail Banking,Relationship Manager,319.0,2018-07-06,32,67982,Permanent,3.7,Active
992,BKAIEMP221909,Praneel,Rau,Praneel Rau,Male,2000-07-10,praneel.rau992@bankai.com,9456534699,24,Corporate Banking,Clerk,191.0,2016-07-06,5,31685,Permanent,2.6,Active
993,BKAIEMP185222,Ansh,Swamy,Ansh Swamy,Male,1990-07-13,ansh.swamy993@bankai.com,7550476816,40,Operations,Customer Service Executive,766.0,2022-07-05,29,35174,Permanent,4.3,Active
994,BKAIEMP975849,Yatan,Bala,Yatan Bala,Male,1993-07-12,yatan.bala994@bankai.com,0717481131,35,Operations,Loan Officer,182.0,2017-07-06,14,51997,Permanent,3.2,Active
995,BKAIEMP571516,Jai,Singh,Jai Singh,Male,1995-07-12,jai.singh995@bankai.com,5487396102,5,Information Technology,Cashier,395.0,2022-07-05,33,42627,Permanent,5.0,Active
996,BKAIEMP317523,Tristan,Biswas,Tristan Biswas,Male,1984-07-14,tristan.biswas996@bankai.com,7496804918,90,Human Resources,Operations Executive,565.0,2018-07-06,18,32973,Permanent,3.0,Active
997,BKAIEMP790311,Manan,Gaba,Manan Gaba,Male,1994-07-12,manan.gaba997@bankai.com,4956121377,61,Loans,Credit Analyst,479.0,2008-07-08,33,71167,Permanent,3.4,Active
998,BKAIEMP108281,Gaurang,Puri,Gaurang Puri,Male,1995-07-12,gaurang.puri998@bankai.com,4235973711,54,Compliance,Operations Executive,343.0,2016-07-06,22,51229,Permanent,3.0,Active
999,BKAIEMP560333,Advik,Sarma,Advik Sarma,Male,1966-07-19,advik.sarma999@bankai.com,5608581670,59,Information Technology,Customer Service Executive,590.0,2013-07-07,1,38085,Permanent,3.1,Active
1000,BKAIEMP414754,Siddharth,Bhavsar,Siddharth Bhavsar,Male,2003-07-10,siddharth.bhavsar1000@bankai.com,1457683210,30,Human Resources,Cashier,111.0,2013-07-07,25,38955,Permanent,4.9,Active
1001,BKAIEMP725843,Girik,Hegde,Girik Hegde,Male,1972-07-17,girik.hegde1001@bankai.com,8584712961,26,Information Technology,Customer Service Executive,770.0,2022-07-05,19,29256,Permanent,4.5,Active
1002,BKAIEMP940422,Harrison,Din,Harrison Din,Male,1983-07-15,harrison.din1002@bankai.com,2605080184,59,Risk Management,Sales Executive,170.0,2012-07-07,9,30027,Permanent,3.0,Active
1003,BKAIEMP557754,Max,Devan,Max Devan,Male,2000-07-10,max.devan1003@bankai.com,3733777312,93,Operations,Relationship Manager,158.0,2009-07-08,13,69527,Permanent,2.9,Active
1004,BKAIEMP595248,Balendra,Dhingra,Balendra Dhingra,Male,1981-07-15,balendra.dhingra1004@bankai.com,8217819236,60,Operations,Cashier,782.0,2023-07-05,13,37700,Permanent,4.4,Active
1005,BKAIEMP725935,Tanvi,Bhasin,Tanvi Bhasin,Female,1980-07-15,tanvi.bhasin1005@bankai.com,0560356793,69,Corporate Banking,Credit Analyst,356.0,2011-07-08,27,88432,Permanent,4.7,Active
1006,BKAIEMP963227,Samar,Dugar,Samar Dugar,Male,2005-07-09,samar.dugar1006@bankai.com,9847169061,79,Information Technology,Cashier,770.0,2014-07-07,32,27531,Permanent,2.8,Active
1007,BKAIEMP502722,Anmol,Pingle,Anmol Pingle,Male,1994-07-12,anmol.pingle1007@bankai.com,6475489547,55,Loans,Cashier,292.0,2017-07-06,21,37675,Permanent,3.7,Active
1008,BKAIEMP815485,Ekantika,Singh,Ekantika Singh,Female,1972-07-17,ekantika.singh1008@bankai.com,1758891444,14,Compliance,Relationship Manager,826.0,2024-07-04,25,67694,Permanent,2.8,Active
1009,BKAIEMP234993,Jhalak,Munshi,Jhalak Munshi,Female,1969-07-18,jhalak.munshi1009@bankai.com,3935435864,65,Risk Management,Branch Manager,,2012-07-07,20,91518,Permanent,4.9,Active
1010,BKAIEMP878111,Ijaya,Dewan,Ijaya Dewan,Female,1998-07-11,ijaya.dewan1010@bankai.com,3588537982,78,Compliance,Loan Officer,515.0,2015-07-07,16,66034,Permanent,4.6,Inactive
1011,BKAIEMP657540,Harshil,Nazareth,Harshil Nazareth,Male,1981-07-15,harshil.nazareth1011@bankai.com,7536749785,87,Corporate Banking,Relationship Manager,154.0,2026-07-04,27,67093,Contract,4.3,Active
1012,BKAIEMP556013,Balendra,Krishnan,Balendra Krishnan,Male,2002-07-10,balendra.krishnan1012@bankai.com,6860134778,60,Customer Service,Customer Service Executive,41.0,2023-07-05,29,41043,Permanent,2.6,Active
1013,BKAIEMP904083,Shivansh,Issac,Shivansh Issac,Male,2004-07-09,shivansh.issac1013@bankai.com,0679176651,70,Customer Service,Cashier,184.0,2017-07-06,18,36694,Permanent,3.6,Active
1014,BKAIEMP657075,Pratyush,Bhagat,Pratyush Bhagat,Male,1980-07-15,pratyush.bhagat1014@bankai.com,1418842163,32,Loans,Relationship Manager,87.0,2009-07-08,2,51197,Permanent,2.9,Active
1015,BKAIEMP822460,Aashi,Choudhury,Aashi Choudhury,Female,1966-07-19,aashi.choudhury1015@bankai.com,9446333999,32,Human Resources,Cashier,583.0,2012-07-07,29,26331,Permanent,3.4,Active
1016,BKAIEMP500464,Kashish,Doshi,Kashish Doshi,Female,1973-07-17,kashish.doshi1016@bankai.com,8953263890,93,Corporate Banking,Customer Service Executive,346.0,2006-07-09,6,34895,Permanent,2.6,Active
1017,BKAIEMP977504,Krishna,Sunder,Krishna Sunder,Male,1978-07-16,krishna.sunder1017@bankai.com,1363379223,15,Operations,Customer Service Executive,585.0,2018-07-06,5,34935,Permanent,3.8,Active
1018,BKAIEMP325663,Jagdish,Morar,Jagdish Morar,Male,1978-07-16,jagdish.morar1018@bankai.com,9967331167,36,Loans,Assistant Manager,284.0,2010-07-08,30,82001,Permanent,3.5,Active
1019,BKAIEMP119628,Ranveer,Bajaj,Ranveer Bajaj,Male,1979-07-16,ranveer.bajaj1019@bankai.com,3768550789,85,Loans,Branch Manager,,2018-07-06,13,125003,Permanent,4.5,Active
1020,BKAIEMP331795,Harshil,Pradhan,Harshil Pradhan,Male,2001-07-10,harshil.pradhan1020@bankai.com,1962633556,79,Customer Service,Loan Officer,746.0,2007-07-09,20,65188,Permanent,4.1,Active
1021,BKAIEMP459609,Jack,Raghavan,Jack Raghavan,Male,1984-07-14,jack.raghavan1021@bankai.com,0931706955,41,Finance,Credit Analyst,843.0,2012-07-07,0,59946,Permanent,4.4,Active
1022,BKAIEMP522511,Tejas,Sehgal,Tejas Sehgal,Male,2003-07-10,tejas.sehgal1022@bankai.com,1645345472,85,Information Technology,Customer Service Executive,991.0,2024-07-04,16,40942,Permanent,3.4,Active
1023,BKAIEMP887331,Yauvani,Wali,Yauvani Wali,Female,1985-07-14,yauvani.wali1023@bankai.com,0650312198,58,Compliance,Cashier,31.0,2022-07-05,18,44167,Permanent,3.4,Active
1024,BKAIEMP683469,Zaitra,Kumer,Zaitra Kumer,Female,1974-07-17,zaitra.kumer1024@bankai.com,2426423642,31,Risk Management,Assistant Manager,270.0,2014-07-07,18,79894,Contract,2.8,Active
